carat,cut,color,clarity,depth,table,price,x,y,z
0.81,Very Good,E,SI2,62.9,56,3059,5.87,5.9,3.7
0.9,Very Good,G,VS1,62.7,60,4540,6.06,6.13,3.82
1.02,Good,E,SI1,63.2,61,5183,6.31,6.37,4.01
0.32,Premium,I,VVS2,62.1,59,561,4.35,4.38,2.71
0.91,Very Good,E,SI1,63.1,58,4434,6.17,6.12,3.88
0.9,Fair,D,SI2,64.9,57,3473,6.03,5.98,3.9
0.85,Good,G,SI1,64.9,56,2945,5.95,5.98,3.87
1.08,Very Good,G,SI2,59.8,57,4241,6.66,6.72,4.0
1.12,Premium,J,SI1,62.7,55,4064,6.65,6.61,4.16
1.03,Ideal,D,SI2,62.5,55,5021,6.41,6.48,4.03
0.93,Ideal,F,SI2,59.5,57,3828,6.37,6.33,3.78
1.13,Premium,H,SI1,62.0,58,5050,6.67,6.63,4.12
1.03,Premium,F,SI2,60.7,60,4503,6.47,6.52,3.94
1.02,Premium,D,SI2,59.7,60,5198,6.58,6.55,3.92
1.06,Premium,I,SI2,61.5,58,3847,6.59,6.55,4.04
0.96,Premium,I,VS2,60.6,60,3808,6.47,6.4,3.9
0.91,Premium,E,SI2,61.1,59,3639,6.24,6.2,3.8
1.03,Very Good,D,SI2,62.8,56,4679,6.43,6.46,4.05
0.71,Very Good,F,VS1,60.0,57,2807,5.84,5.9,3.52
1.02,Very Good,E,SI1,63.2,61,5278,6.37,6.31,4.01
0.73,Very Good,D,SI1,60.2,56,2768,5.83,5.87,3.52
0.72,Very Good,G,VS1,60.1,63,3024,5.86,5.82,3.51
1.0,Ideal,F,SI1,60.0,57,4939,6.45,6.41,3.86
0.9,Very Good,G,VS2,61.3,59,4269,6.15,6.21,3.79
1.03,Premium,I,SI1,61.6,59,4441,6.49,6.46,3.99
0.9,Very Good,E,SI1,62.9,56,4286,6.09,6.12,3.84
0.78,Ideal,D,SI1,62.2,55,3389,5.92,5.95,3.69
1.0,Very Good,I,SI2,58.3,63,3360,6.53,6.5,3.8
1.01,Premium,H,SI2,59.6,60,3732,6.55,6.5,3.89
1.03,Premium,G,SI2,60.6,60,4557,6.53,6.5,3.95
1.01,Fair,G,SI1,64.2,59,4004,6.31,6.28,4.04
1.09,Very Good,I,VS2,62.0,56,4959,6.57,6.59,4.08
0.8,Ideal,G,VVS2,61.5,55,4740,5.95,5.99,3.68
0.4,Good,E,SI2,61.2,61,588,4.71,4.74,2.89
1.51,Good,G,I1,64.0,59,3497,7.29,7.17,4.63
1.12,Very Good,G,SI2,60.2,59,4852,6.7,6.85,4.08
1.23,Premium,J,VS2,58.0,61,4338,7.07,7.03,4.09
0.26,Very Good,D,VVS2,62.8,60,554,4.01,4.05,2.53
0.93,Good,D,SI2,61.4,63,4165,6.22,6.26,3.83
0.91,Good,G,SI2,62.5,60,3149,6.05,6.08,3.79
1.09,Ideal,J,VS2,43.0,54,4778,6.53,6.55,4.12
1.11,Ideal,E,SI2,61.2,55,5262,6.68,6.72,4.1
0.8,Ideal,D,VS2,61.3,56,4781,5.97,6.0,3.67
1.14,Good,G,SI2,63.7,60,4233,6.69,6.6,4.24
1.06,Very Good,I,SI1,60.2,59,4507,6.62,6.67,4.0
0.82,Premium,D,SI2,61.7,56,3159,6.01,5.99,3.7
1.02,Ideal,H,SI2,61.9,56,4353,6.47,6.51,4.02
0.91,Very Good,F,SI2,63.1,56,3489,6.13,6.17,3.88
1.0,Ideal,F,SI2,62.7,57,4721,6.37,6.42,4.01
1.01,Good,G,SI2,63.8,53,4185,6.41,6.31,4.06
1.02,Ideal,F,SI2,61.4,56,4578,6.47,6.5,3.98
1.01,Premium,H,VS2,62.1,57,5120,6.45,6.39,3.99
0.71,Ideal,G,VS1,61.7,57,3431,5.7,5.75,3.53
1.01,Ideal,D,SI2,62.6,56,4872,6.4,6.34,3.99
1.12,Premium,H,SI2,62.1,56,4014,6.7,6.65,4.14
1.09,Premium,E,SI2,59.4,60,4444,6.81,6.7,4.01
0.32,Ideal,I,SI1,62.4,57,554,4.37,4.35,2.72
0.78,Premium,F,VS1,60.6,57,3342,6.0,5.95,3.62
0.3,Ideal,I,SI2,62.0,54,348,4.31,4.34,2.68
1.01,Premium,J,SI2,61.7,58,3563,6.44,6.4,3.96
0.71,Ideal,E,VS1,60.4,56,3238,5.8,5.85,3.52
1.0,Good,H,SI2,59.0,61,3991,6.42,6.46,3.8
1.01,Good,I,SI2,62.6,59,3399,6.24,6.35,3.94
1.01,Premium,H,SI1,62.5,59,4642,6.44,6.33,3.99
0.33,Premium,H,VS1,59.5,59,579,4.48,4.53,2.68
0.9,Very Good,I,VS2,59.9,58,3709,6.17,6.22,3.71
0.71,Ideal,F,SI1,59.8,53,2838,5.86,5.82,3.49
0.34,Ideal,E,SI1,61.8,56,596,4.45,4.48,2.76
1.02,Fair,F,SI1,65.1,56,4462,6.29,6.25,4.08
1.11,Good,J,SI1,63.6,58,3916,6.57,6.48,4.15
1.04,Good,F,SI2,64.2,56,4321,6.39,6.36,4.09
1.03,Good,G,SI2,63.7,60,3929,6.28,6.35,4.02
0.8,Ideal,D,SI2,61.5,58,3173,5.97,6.0,3.68
0.25,Ideal,F,VVS1,60.9,57,575,4.06,4.09,2.48
0.9,Very Good,E,SI2,63.5,58,3697,6.08,6.14,3.88
1.21,Ideal,J,VS2,62.2,57,4879,6.78,6.82,4.23
1.07,Very Good,G,SI2,63.5,59,3655,6.52,6.46,4.12
0.9,Very Good,H,VS1,62.1,57,4455,6.17,6.23,3.85
0.71,Ideal,G,VS2,61.9,57,2771,5.73,5.77,3.56
1.02,Ideal,E,SI1,60.7,57,5055,6.55,6.51,3.97
1.2,Very Good,I,VVS2,61.7,63,5107,6.72,6.7,4.13
1.02,Ideal,E,SI1,60.4,55,5278,6.54,6.48,3.93
0.33,Premium,H,VS1,61.0,59,579,4.45,4.5,2.73
1.02,Ideal,D,SI1,62.3,56,5266,6.49,6.45,4.03
1.0,Very Good,F,SI2,63.4,58,4036,6.31,6.25,3.98
1.32,Premium,G,SI2,58.9,59,4524,7.25,7.18,4.25
0.93,Ideal,I,SI1,62.5,55,3856,6.23,6.29,3.91
0.97,Very Good,G,SI2,59.8,58,3960,6.38,6.42,3.83
1.01,Good,G,SI2,63.8,56,4327,6.32,6.28,4.02
1.06,Ideal,H,SI2,60.6,59,4267,6.63,6.6,4.01
0.9,Good,I,VVS1,63.6,58,4114,6.14,6.1,3.89
1.03,Very Good,F,SI1,62.5,59,4282,6.41,6.45,4.02
0.9,Very Good,I,VS2,60.7,59,3709,6.23,6.26,3.79
0.63,Ideal,E,VVS1,62.4,56,3161,5.48,5.52,3.43
1.01,Fair,G,VS2,65.7,54,4072,6.32,6.28,4.14
1.0,Premium,H,VVS2,61.9,61,4312,6.36,6.31,3.92
0.92,Very Good,F,SI2,59.9,60,3625,6.26,6.29,3.76
0.82,Ideal,F,VS2,61.9,57,3453,5.99,5.96,3.7
0.93,Ideal,H,SI1,62.8,56,3988,6.19,6.27,3.91
1.33,Fair,F,I1,62.0,56,4698,7.05,7.01,4.36
0.72,Good,F,VS1,63.8,58,3002,5.68,5.63,3.61
0.32,Premium,H,VS1,61.3,60,561,4.33,4.38,2.67
0.73,Ideal,D,SI1,61.5,56,2858,5.84,5.8,3.58
1.01,Very Good,I,SI1,62.0,54,3888,6.36,6.51,3.99
0.9,Good,G,VS2,63.7,60,4309,6.02,5.98,3.82
0.32,Very Good,D,SI1,63.0,58,589,4.36,4.4,2.76
0.9,Premium,D,SI1,62.6,58,4304,6.15,6.11,3.84
0.8,Premium,F,VS2,62.0,61,3369,5.99,5.91,3.69
1.0,Good,D,SI2,64.0,59,3634,6.29,6.24,4.01
1.05,Ideal,H,SI1,62.4,57,5128,6.49,6.52,4.06
1.0,Premium,D,SI2,62.4,58,4730,6.33,6.36,3.96
0.95,Very Good,J,VS1,62.4,57,3365,6.25,6.29,3.91
1.01,Premium,H,SI1,62.3,58,4513,6.42,6.35,3.98
0.25,Very Good,F,IF,61.5,56,560,4.04,4.06,2.48
0.31,Ideal,G,SI2,61.4,55,558,4.39,4.37,2.69
1.12,Ideal,D,I1,60.6,55,4139,6.73,6.76,4.09
0.91,Very Good,G,SI1,62.2,57,3884,6.12,6.17,3.82
0.71,Very Good,F,VS1,61.8,60,3017,5.66,5.7,3.51
1.01,Very Good,E,SI1,63.4,60,5226,6.34,6.3,4.01
0.9,Very Good,H,VS1,61.5,59,4136,6.13,6.19,3.79
1.07,Premium,H,SI1,62.9,61,4440,6.47,6.41,4.05
1.02,Very Good,H,SI2,60.9,58,4039,6.41,6.53,3.94
1.11,Ideal,H,SI2,61.3,60,4520,6.68,6.66,4.09
0.71,Ideal,F,VS2,62.3,57,2930,5.69,5.74,3.56
0.9,Premium,E,SI2,61.7,58,3830,6.18,6.11,3.79
1.25,Premium,J,VS2,59.8,58,3751,7.02,6.96,4.18
1.0,Premium,F,SI2,61.6,61,4452,6.36,6.33,3.91
1.04,Premium,I,SI2,62.0,57,3774,6.53,6.47,4.03
1.02,Ideal,H,SI1,60.0,59,4724,6.56,6.55,3.93
0.78,Ideal,I,VS1,61.5,57,2852,5.88,5.92,3.63
1.0,Very Good,F,SI1,63.4,61,4939,6.35,6.29,4.01
0.9,Very Good,D,SI1,62.4,63,4068,6.15,6.18,3.85
0.26,Very Good,E,VVS2,62.6,58,597,4.07,4.11,2.56
1.03,Very Good,G,SI2,63.1,58,4060,6.41,6.37,4.03
1.14,Ideal,I,SI1,61.8,57,4724,6.76,6.68,4.15
1.22,Good,G,SI2,64.0,61,4181,6.75,6.68,4.3
0.9,Very Good,F,VS1,62.5,58,5279,6.12,6.17,3.84
0.74,Ideal,E,VVS2,62.2,57,4082,5.78,5.83,3.61
1.08,Very Good,E,SI2,63.4,56,4857,6.55,6.5,4.14
0.72,Premium,D,VS1,62.7,56,3601,5.76,5.69,3.59
0.9,Good,G,SI1,63.7,56,3074,6.1,6.06,3.87
1.1,Very Good,I,VS1,61.0,59,4878,6.65,6.67,4.06
0.9,Very Good,J,VS1,62.9,56,3197,6.13,6.18,3.87
0.74,Very Good,F,VVS2,61.5,55,3948,5.82,5.85,3.59
0.3,Good,G,VS1,63.4,55,565,4.26,4.32,2.72
1.11,Very Good,J,SI1,62.0,58,3901,6.57,6.62,4.09
0.72,Ideal,E,SI1,60.8,55,2869,5.77,5.84,3.53
0.9,Premium,G,VS1,62.3,60,4460,6.08,6.0,3.76
1.16,Very Good,J,VS2,63.7,56,4323,6.63,6.68,4.24
0.9,Ideal,F,VS2,62.0,56,4838,6.23,6.15,3.84
0.91,Very Good,E,SI1,62.4,57,4211,6.11,6.23,3.85
1.05,Ideal,F,SI2,60.3,55,4987,6.55,6.68,3.99
1.01,Premium,H,VS1,61.9,57,4779,6.43,6.39,3.97
1.13,Fair,F,SI2,64.4,56,4176,6.58,6.52,4.22
0.8,Premium,E,SI1,61.5,58,3297,5.97,5.93,3.66
0.7,Ideal,G,VVS2,60.8,56,3205,5.75,5.79,3.51
0.91,Ideal,E,SI2,61.5,56,3898,6.23,6.2,3.82
0.79,Ideal,G,SI1,60.3,60,2907,5.98,6.02,3.62
1.02,Good,F,SI2,63.8,53,4162,6.37,6.46,4.09
0.79,Premium,F,VS2,60.7,60,3089,5.95,5.97,3.62
0.7,Ideal,G,VVS2,61.0,56,3205,5.74,5.77,3.51
1.03,Premium,H,SI1,58.6,61,4406,6.64,6.6,3.88
0.7,Very Good,G,IF,63.0,59,3725,5.58,5.62,3.53
0.9,Premium,G,VS1,62.7,58,4579,6.15,6.06,3.83
0.92,Premium,I,VVS1,62.4,59,3932,6.17,6.14,3.84
1.09,Ideal,H,SI2,60.0,59,4383,6.72,6.77,4.05
0.9,Premium,I,VS1,62.2,58,3580,6.18,6.13,3.83
1.0,Good,G,SI1,61.9,61,4859,6.36,6.4,3.95
1.14,Very Good,G,SI2,62.4,60,4875,6.6,6.67,4.14
0.9,Very Good,F,SI1,63.2,61,3881,6.13,6.09,3.86
1.0,Fair,F,SI2,59.3,66,3975,6.44,6.51,3.84
0.81,Ideal,F,VS1,61.5,55,3933,6.01,5.96,3.68
1.12,Ideal,G,SI2,62.1,57,4222,6.71,6.65,4.14
0.71,Ideal,D,VS2,61.5,55,3299,5.75,5.79,3.55
1.11,Premium,I,VS2,60.4,58,4942,6.79,6.73,4.08
1.09,Premium,G,VS2,62.1,57,5098,6.6,6.55,4.08
0.3,Ideal,H,VVS2,61.0,55,577,4.33,4.34,2.65
1.02,Very Good,H,SI2,59.7,58,4303,6.53,6.57,3.91
0.9,Good,D,SI1,63.5,57,4381,6.11,6.15,3.89
1.01,Premium,H,VS2,60.7,61,4921,6.47,6.39,3.9
0.88,Ideal,E,SI2,62.2,57,3329,6.08,6.2,3.82
1.21,Premium,J,SI1,62.7,57,4391,6.77,6.72,4.23
1.02,Premium,D,SI2,60.2,58,5257,6.56,6.53,3.94
0.72,Very Good,F,VS1,62.1,59,3059,5.69,5.74,3.55
1.02,Premium,I,SI2,62.0,59,3856,6.45,6.42,3.99
1.0,Ideal,H,SI1,62.6,57,4469,6.4,6.37,4.0
0.79,Ideal,G,SI1,61.8,56,2831,5.93,5.91,3.66
1.0,Fair,F,SI1,62.6,59,4925,6.25,6.3,3.93
0.77,Ideal,D,VS1,62.3,56,4407,5.83,5.89,3.65
0.77,Ideal,E,SI1,61.0,56,3827,5.92,5.94,3.62
1.05,Ideal,J,SI2,61.6,57,3616,6.55,6.51,4.02
0.9,Very Good,F,SI2,61.0,61,4441,6.14,6.18,3.76
0.82,Very Good,E,SI2,63.3,56,2975,5.99,5.95,3.78
1.0,Very Good,G,SI1,62.6,57,4413,6.31,6.37,3.97
0.31,Good,D,SI1,63.9,54,571,4.27,4.3,2.74
1.01,Good,D,SI1,63.9,61,5147,6.31,6.28,4.02
0.76,Ideal,E,SI1,62.5,57,3033,5.8,5.82,3.63
1.02,Premium,H,VS2,61.8,58,5241,6.49,6.43,3.99
1.06,Premium,E,SI1,63.0,56,4689,6.54,6.45,4.09
1.06,Premium,H,SI1,61.0,58,4984,6.57,6.61,4.02
0.9,Good,F,SI1,63.6,59,3950,6.07,6.12,3.88
0.77,Very Good,G,VS1,61.1,54,3197,5.91,5.94,3.62
1.03,Ideal,H,SI1,61.0,55,4759,6.56,6.59,4.01
0.71,Very Good,G,VS1,63.5,55,2803,5.66,5.64,3.59
0.72,Ideal,D,VS2,62.1,57,3179,5.69,5.75,3.55
1.01,Ideal,E,SI2,61.1,57,4666,6.48,6.52,3.97
1.19,Ideal,H,SI2,61.7,56,4798,6.83,6.78,4.2
0.9,Very Good,E,SI2,61.1,58,3902,6.12,6.26,3.78
0.9,Very Good,G,SI1,63.6,57,3649,6.09,6.12,3.88
0.36,Ideal,I,VS1,62.1,56,568,4.55,4.59,2.84
0.91,Ideal,J,VS2,62.1,56,3256,6.18,6.22,3.85
0.3,Ideal,H,VVS2,62.2,57,590,4.26,4.29,2.66
0.8,Premium,F,SI1,62.7,58,2901,5.91,5.93,3.71
0.82,Ideal,F,VS2,61.5,57,3798,6.01,6.05,3.71
0.8,Very Good,F,VS1,62.6,57,3720,5.9,5.98,3.72
1.09,Premium,H,SI2,62.0,57,4700,6.61,6.55,4.08
0.6,Ideal,D,VVS1,62.5,55,4172,5.4,5.42,3.38
1.01,Very Good,I,SI1,63.4,62,4072,6.25,6.18,3.94
1.0,Good,H,SI2,63.9,58,3528,6.36,6.28,4.03
0.7,Very Good,D,SI1,61.1,58,2768,5.66,5.73,3.48
0.73,Good,E,SI1,63.2,58,2796,5.7,5.76,3.62
1.0,Very Good,E,SI1,63.1,59,5175,6.34,6.4,4.02
0.91,Very Good,F,VS2,63.4,55,4434,6.22,6.18,3.93
1.0,Premium,H,SI1,62.4,59,4816,6.42,6.37,3.99
1.08,Very Good,E,SI2,60.2,58,4656,6.61,6.68,4.0
0.91,Very Good,F,SI1,62.2,57,4108,6.19,6.25,3.87
0.91,Premium,F,SI1,62.6,56,3618,6.18,6.13,3.85
0.92,Ideal,F,SI1,62.8,56,4232,6.14,6.18,3.87
0.83,Very Good,I,VS1,61.1,60,2788,6.07,6.1,3.72
1.25,Ideal,J,SI1,62.1,58,5252,6.86,6.89,4.27
0.97,Premium,H,SI1,61.9,60,4172,6.37,6.3,3.92
1.0,Fair,E,SI1,65.8,59,4798,6.07,6.15,4.02
0.34,Ideal,G,VS2,62.1,57,596,4.46,4.5,2.78
0.95,Very Good,J,VS2,63.5,56,3314,6.24,6.27,3.97
0.82,Very Good,F,SI2,59.7,57,2841,6.12,6.14,3.66
1.01,Very Good,E,SI2,63.1,61,4118,6.34,6.27,3.98
0.91,Ideal,F,SI2,61.7,55,3196,6.27,6.2,3.85
0.95,Premium,I,SI2,62.5,58,3237,6.3,6.24,3.92
1.19,Fair,I,SI1,64.9,58,5198,6.64,6.55,4.28
0.99,Very Good,F,SI2,61.2,56,4852,6.4,6.45,3.93
1.01,Ideal,H,VS2,62.3,57,4821,6.35,6.4,3.97
0.31,Ideal,H,SI1,61.5,56,591,4.36,4.39,2.69
1.01,Premium,H,SI1,60.0,62,4836,6.51,6.45,3.89
0.73,Very Good,G,VVS1,60.2,61,3567,5.83,5.89,3.53
1.06,Premium,E,SI2,60.5,60,4652,6.61,6.67,4.02
0.83,Premium,E,SI1,60.7,58,3482,6.06,6.09,3.69
1.01,Very Good,D,SI2,61.8,60,4588,6.37,6.41,3.95
1.0,Very Good,I,VS2,63.2,58,3265,6.43,6.32,4.03
0.37,Very Good,E,SI1,61.4,60,593,4.6,4.62,2.83
1.04,Very Good,E,SI1,60.8,60,5231,6.49,6.56,3.97
1.0,Very Good,H,VS2,60.7,60,4978,6.55,6.49,3.96
1.01,Very Good,G,SI2,63.3,56,4228,6.26,6.33,3.99
1.01,Ideal,G,SI1,60.7,58,4868,6.55,6.52,3.97
1.12,Premium,H,SI1,62.2,60,5266,6.59,6.65,4.12
1.23,Premium,G,SI1,62.5,62,5039,6.87,6.78,4.27
0.9,Very Good,H,VVS1,62.1,59,4664,6.17,6.19,3.84
0.32,Very Good,G,VS2,62.6,58,561,4.37,4.39,2.74
0.33,Ideal,G,VS2,62.3,55,579,4.42,4.47,2.77
0.9,Premium,D,SI2,58.8,59,3579,6.28,6.24,3.68
0.31,Premium,G,SI1,61.7,55,593,4.38,4.37,2.7
0.76,Premium,E,VS2,60.1,59,3192,6.01,5.97,3.6
1.2,Premium,G,SI2,59.2,60,5278,6.92,6.9,4.09
0.9,Very Good,G,SI2,63.1,55,3452,6.16,6.13,3.88
1.29,Very Good,F,SI2,63.4,57,4977,6.92,6.77,4.35
0.79,Premium,G,VS1,62.3,56,3053,5.94,5.87,3.68
0.7,Premium,E,VS1,58.4,59,2854,5.91,5.83,3.43
1.12,Very Good,I,VS1,59.6,58,5036,6.82,6.77,4.05
0.9,Good,H,VS2,63.6,55,3775,6.14,6.09,3.89
0.87,Ideal,G,VS2,61.8,56,4899,6.11,6.13,3.78
0.93,Very Good,H,SI1,59.3,61,3838,6.33,6.39,3.77
0.3,Premium,H,SI1,62.9,59,554,4.28,4.24,2.68
1.09,Premium,J,VS1,59.3,57,4303,6.79,6.74,4.01
0.86,Fair,G,VS1,64.6,59,3756,5.95,6.04,3.87
1.01,Fair,E,SI1,65.6,59,4106,6.22,6.18,4.07
0.32,Ideal,D,SI1,62.0,55,589,4.37,4.47,2.74
0.72,Very Good,G,VS1,60.5,57,2919,5.8,5.83,3.52
0.74,Very Good,H,VVS2,61.3,58,2944,5.8,5.85,3.57
1.01,Ideal,H,SI1,62.9,55,4773,6.35,6.4,4.01
0.7,Ideal,G,VS2,62.7,54,3172,5.65,5.7,3.65
1.0,Good,F,SI2,63.8,58,4081,6.28,6.33,4.02
0.93,Very Good,E,SI2,62.5,58,4113,6.21,6.24,3.89
1.11,Ideal,H,SI2,62.7,57,4662,6.66,6.59,4.14
1.1,Premium,I,SI2,62.9,59,3604,6.6,6.53,4.13
0.75,Premium,H,VS1,61.9,61,2961,5.85,5.82,3.61
1.2,Good,I,SI1,63.5,61,5280,6.71,6.75,4.27
1.04,Premium,I,VS1,61.6,56,4892,6.59,6.52,4.04
0.73,Ideal,F,VVS1,61.4,56,5154,5.8,5.81,3.56
1.01,Very Good,H,SI1,62.3,63,4449,6.3,6.23,3.9
0.9,Very Good,E,SI1,63.1,60,4092,6.18,6.14,3.89
0.71,Premium,D,SI1,61.4,58,2913,5.75,5.79,3.54
1.0,Very Good,D,SI2,64.7,57,4541,6.29,6.36,4.09
0.9,Good,G,VS1,63.9,60,4479,6.09,6.14,3.91
0.9,Premium,H,VVS2,62.4,58,4657,6.15,6.12,3.83
0.9,Premium,E,SI1,61.9,58,4209,6.17,6.1,3.8
1.01,Ideal,G,SI2,61.7,56,4260,6.47,6.43,3.98
0.79,Ideal,D,SI1,61.5,56,2896,5.91,5.96,3.65
0.8,Very Good,H,VS1,60.9,57,3273,5.98,6.02,3.65
1.0,Fair,E,VS2,66.4,51,4480,6.31,6.22,4.16
0.82,Ideal,F,SI2,61.7,53,2841,6.0,6.12,3.74
0.72,Ideal,H,VVS1,62.2,56,2946,5.72,5.75,3.57
0.91,Very Good,I,VS2,63.0,58,3340,6.07,6.15,3.85
0.73,Good,E,SI1,63.6,57,2821,5.72,5.7,3.63
0.91,Premium,D,SI1,59.0,61,4663,6.35,6.29,3.73
0.91,Ideal,F,SI2,62.0,56,4642,6.2,6.22,3.85
0.3,Good,G,VS1,63.3,56,565,4.28,4.31,2.72
1.02,Very Good,J,SI2,63.3,56,3745,6.38,6.42,4.05
0.91,Very Good,G,VVS2,62.1,60,4913,6.14,6.19,3.83
1.0,Premium,F,SI2,62.8,57,4155,6.44,6.37,4.02
1.0,Premium,H,SI2,59.8,61,3360,6.24,6.17,3.71
0.8,Premium,G,IF,62.6,58,4193,5.93,5.89,3.7
0.7,Ideal,E,VS1,61.0,56,3446,5.7,5.77,3.5
0.9,Very Good,I,VVS1,61.3,59,4099,6.17,6.2,3.79
0.9,Good,D,SI1,64.4,60,4117,5.95,6.0,3.85
1.16,Ideal,G,SI2,61.5,54,5206,6.75,6.78,4.16
0.72,Ideal,H,VVS1,62.0,55,2958,5.74,5.77,3.57
0.76,Ideal,D,VS2,60.2,56,3352,5.92,5.95,3.57
0.31,Premium,I,VS2,62.3,60,558,4.32,4.31,2.69
0.71,Good,F,VS1,61.8,57,3701,5.73,5.76,3.55
1.15,Premium,H,SI2,61.6,60,4830,6.75,6.72,4.15
1.07,Ideal,F,SI2,62.0,57,4678,6.49,6.6,4.06
0.9,Good,E,SI2,61.3,61,3895,6.13,6.17,3.77
0.71,Ideal,F,VVS1,61.4,56,5019,5.75,5.78,3.54
0.89,Good,F,SI1,64.3,55,3663,6.12,6.01,3.9
0.7,Ideal,F,VS1,61.5,55,3319,5.73,5.75,3.53
1.26,Premium,J,VS2,62.5,58,5107,6.92,6.9,4.32
1.07,Ideal,F,SI2,61.2,57,4128,6.62,6.59,4.04
0.72,Premium,E,VS2,61.1,59,2954,5.75,5.8,3.53
0.9,Very Good,H,VS1,60.5,63,4201,6.13,6.16,3.72
1.25,Premium,J,SI2,61.3,58,4018,6.98,6.95,4.27
0.97,Ideal,H,VS2,62.9,56,4943,6.35,6.31,3.98
0.91,Premium,E,SI1,61.5,60,3842,6.24,6.19,3.82
0.9,Premium,E,SI1,62.3,61,3800,6.17,6.12,3.83
0.56,Ideal,D,IF,60.8,58,4632,5.35,5.31,3.24
0.34,Very Good,H,SI2,58.6,62,417,4.6,4.62,2.7
0.7,Very Good,F,VS1,62.8,59,3053,5.65,5.69,3.56
0.7,Very Good,E,VVS1,63.2,57,4644,5.62,5.67,3.57
1.04,Premium,D,SI2,58.3,58,3780,6.67,6.63,3.88
1.0,Premium,I,VS2,61.6,59,4372,6.39,6.47,3.96
0.31,Premium,H,SI1,59.0,57,573,4.44,4.4,2.61
0.79,Ideal,H,IF,61.3,56,4046,5.96,5.98,3.66
0.85,Premium,F,VVS2,61.2,60,4451,6.13,6.1,3.74
1.15,Premium,I,SI2,62.6,57,4347,6.73,6.69,4.2
0.7,Ideal,H,VVS1,60.2,57,3175,5.78,5.82,3.49
1.01,Fair,F,VS2,65.2,52,5090,6.31,6.29,4.11
0.73,Ideal,D,VS2,62.0,56,3440,5.74,5.78,3.57
0.33,Premium,G,VS2,61.4,60,579,4.41,4.45,2.72
0.7,Very Good,E,VS2,61.8,59,2952,5.63,5.67,3.49
1.14,Very Good,E,SI2,60.2,58,5014,6.71,6.78,4.06
0.92,Very Good,G,SI2,59.4,62,3618,6.34,6.36,3.77
0.82,Ideal,G,SI1,60.7,57,3123,6.07,6.06,3.68
1.2,Premium,J,SI1,62.8,58,4113,6.77,6.7,4.23
1.0,Fair,F,SI1,56.5,60,4679,6.62,6.66,3.75
1.21,Very Good,J,VS2,61.5,58,5211,6.85,6.9,4.23
0.9,Good,H,VVS1,63.8,59,4847,6.09,6.13,3.9
1.11,Premium,H,SI2,61.9,59,4973,6.6,6.56,4.07
0.9,Premium,E,SI2,61.7,57,4133,6.23,6.21,3.84
1.06,Ideal,D,SI2,61.2,57,4682,6.59,6.51,4.01
1.01,Very Good,I,VS1,59.7,58,4858,6.53,6.57,3.91
1.01,Very Good,G,SI2,62.1,60,4435,6.38,6.35,3.95
0.9,Premium,D,SI1,61.8,59,4181,6.13,6.11,3.78
0.71,Ideal,E,VS2,62.7,56,2891,5.71,5.75,3.59
1.09,Premium,D,SI2,61.9,61,3961,6.58,6.54,4.06
0.71,Ideal,D,VS1,60.9,58,3716,5.72,5.78,3.5
0.71,Premium,G,VS2,60.9,57,2766,5.78,5.75,3.51
1.12,Ideal,G,SI2,61.3,55,4990,6.74,6.7,4.12
0.9,Ideal,H,SI1,62.5,56,4492,6.14,6.18,3.85
0.93,Premium,D,SI2,62.6,57,4140,6.26,6.2,3.9
1.01,Very Good,F,SI2,63.1,57,4072,6.37,6.3,4.0
1.0,Ideal,J,SI1,62.7,58,3788,6.35,6.41,4.0
0.3,Fair,J,VS2,64.8,58,416,4.24,4.16,2.72
0.9,Very Good,G,SI1,63.4,54,3615,6.11,6.16,3.89
1.02,Ideal,D,SI1,62.1,53,4798,6.43,6.38,3.98
0.29,Very Good,E,VS1,62.4,55,555,4.2,4.25,2.63
1.02,Premium,G,SI2,62.9,59,4370,6.4,6.38,4.02
1.31,Premium,H,SI2,61.7,59,4548,7.03,6.98,4.32
1.04,Ideal,E,SI2,61.4,56,4804,6.5,6.56,4.01
1.03,Ideal,G,SI2,61.8,55,4873,6.5,6.52,4.02
1.1,Premium,H,SI2,62.2,58,4537,6.6,6.69,4.13
1.12,Very Good,H,SI2,62.5,58,4373,6.58,6.63,4.13
0.31,Very Good,D,SI1,60.2,56,571,4.37,4.4,2.64
1.24,Very Good,J,SI2,63.1,60,3791,6.79,6.74,4.27
0.23,Ideal,J,VS1,62.8,56,340,3.93,3.9,2.46
0.9,Good,D,SI1,63.6,63,3689,6.07,6.03,3.85
0.7,Premium,E,VS1,60.3,58,2930,5.7,5.74,3.45
1.04,Premium,D,SI2,61.0,59,4724,6.51,6.54,3.98
0.73,Ideal,E,VS2,61.9,55,3275,5.76,5.8,3.57
0.91,Very Good,F,SI2,60.9,58,4054,6.28,6.2,3.8
0.9,Very Good,F,SI1,63.3,55,4004,6.05,6.08,3.84
1.13,Ideal,H,SI2,62.0,57,4556,6.74,6.64,4.15
0.73,Ideal,H,IF,62.2,54,3301,5.76,5.82,3.6
1.02,Ideal,H,SI1,61.6,57,4540,6.43,6.5,3.98
0.73,Ideal,F,VVS1,61.1,56,4171,5.83,5.86,3.57
0.9,Ideal,I,VS2,62.0,53,4157,6.17,6.23,3.85
1.01,Very Good,E,SI1,63.1,55,4853,6.41,6.34,4.02
